"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","UniqueCarrier","AirlineID","Carrier","TailNum","FlightNum","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay",
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N676SW","591","TPA","Tampa, FL","FL","12","Florida",33,"JAX","Jacksonville, FL","FL","12","Florida",33,"1705","1804",59.00,59.00,1.00,3,"1700-1759",14.00,"1818","1857",5.00,"1755","1902",67.00,67.00,1.00,4,"1700-1759",0.00,"",0.00,50.00,58.00,39.00,1.00,180.00,1,15.00,0.00,8.00,0.00,44.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N443","2374","TPA","Tampa, FL","FL","12","Florida",33,"JAX","Jacksonville, FL","FL","12","Florida",33,"1055","1055",0.00,0.00,0.00,0,"1000-1059",7.00,"1102","1138",4.00,"1145","1142",-3.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,50.00,47.00,36.00,1.00,180.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N487","616","TPA","Tampa, FL","FL","12","Florida",33,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0935","0936",1.00,1.00,0.00,0,"0900-0959",8.00,"0944","1100",5.00,"1140","1105",-35.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,305.00,269.00,256.00,1.00,1984.00,8,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N645SW","771","TPA","Tampa, FL","FL","12","Florida",33,"MCI","Kansas City, MO","MO","29","Missouri",64,"1700","1806",66.00,66.00,1.00,4,"1700-1759",13.00,"1819","1944",4.00,"1855","1948",53.00,53.00,1.00,3,"1800-1859",0.00,"",0.00,175.00,162.00,145.00,1.00,1048.00,5,1.00,0.00,0.00,0.00,52.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N617SW","250","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"1110","1121",11.00,11.00,0.00,0,"1100-1159",7.00,"1128","1239",3.00,"1250","1242",-8.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,160.00,141.00,131.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N398SW","428","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"1830","1834",4.00,4.00,0.00,0,"1800-1859",8.00,"1842","1956",4.00,"2010","2000",-10.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,160.00,146.00,134.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N715SW","447","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"0815","0814",-1.00,0.00,0.00,-1,"0800-0859",11.00,"0825","0933",5.00,"0955","0938",-17.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,160.00,144.00,128.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N770","822","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"1355","1406",11.00,11.00,0.00,0,"1300-1359",8.00,"1414","1524",5.00,"1535","1529",-6.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,160.00,143.00,130.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N421","892","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"2010","2028",18.00,18.00,1.00,1,"2000-2059",6.00,"2034","2139",5.00,"2150","2144",-6.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,160.00,136.00,125.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N678","2917","TPA","Tampa, FL","FL","12","Florida",33,"MDW","Chicago, IL","IL","17","Illinois",41,"1610","1621",11.00,11.00,0.00,0,"1600-1659",11.00,"1632","1748",5.00,"1750","1753",3.00,3.00,0.00,0,"1700-1759",0.00,"",0.00,160.00,152.00,136.00,1.00,997.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N306SW","228","TPA","Tampa, FL","FL","12","Florida",33,"MHT","Manchester, NH","NH","33","New Hampshire",14,"1520","1545",25.00,25.00,1.00,1,"1500-1559",9.00,"1554","1815",4.00,"1820","1819",-1.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,180.00,154.00,141.00,1.00,1204.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N423","845","TPA","Tampa, FL","FL","12","Florida",33,"MHT","Manchester, NH","NH","33","New Hampshire",14,"1125","1125",0.00,0.00,0.00,0,"1100-1159",13.00,"1138","1352",3.00,"1415","1355",-20.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,170.00,150.00,134.00,1.00,1204.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N366","949","TPA","Tampa, FL","FL","12","Florida",33,"MHT","Manchester, NH","NH","33","New Hampshire",14,"1955","1955",0.00,0.00,0.00,0,"1900-1959",18.00,"2013","2232",4.00,"2255","2236",-19.00,0.00,0.00,-2,"2200-2259",0.00,"",0.00,180.00,161.00,139.00,1.00,1204.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N773","129","TPA","Tampa, FL","FL","12","Florida",33,"MSY","New Orleans, LA","LA","22","Louisiana",72,"1810","1818",8.00,8.00,0.00,0,"1800-1859",9.00,"1827","1841",8.00,"1850","1849",-1.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,100.00,91.00,74.00,1.00,487.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N305SW","158","TPA","Tampa, FL","FL","12","Florida",33,"MSY","New Orleans, LA","LA","22","Louisiana",72,"1450","1532",42.00,42.00,1.00,2,"1400-1459",9.00,"1541","1554",5.00,"1530","1559",29.00,29.00,1.00,1,"1500-1559",0.00,"",0.00,100.00,87.00,73.00,1.00,487.00,2,6.00,0.00,0.00,0.00,23.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N512","1008","TPA","Tampa, FL","FL","12","Florida",33,"MSY","New Orleans, LA","LA","22","Louisiana",72,"0745","0744",-1.00,0.00,0.00,-1,"0700-0759",13.00,"0757","0820",3.00,"0825","0823",-2.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,100.00,99.00,83.00,1.00,487.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N425","314","TPA","Tampa, FL","FL","12","Florida",33,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"2215","2217",2.00,2.00,0.00,0,"2200-2259",6.00,"2223","2252",4.00,"2300","2256",-4.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,45.00,39.00,29.00,1.00,174.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N733SW","710","TPA","Tampa, FL","FL","12","Florida",33,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"1245","1253",8.00,8.00,0.00,0,"1200-1259",10.00,"1303","1336",4.00,"1335","1340",5.00,5.00,0.00,0,"1300-1359",0.00,"",0.00,50.00,47.00,33.00,1.00,174.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N421","915","TPA","Tampa, FL","FL","12","Florida",33,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"1740","1751",11.00,11.00,0.00,0,"1700-1759",15.00,"1806","1837",6.00,"1830","1843",13.00,13.00,0.00,0,"1800-1859",0.00,"",0.00,50.00,52.00,31.00,1.00,174.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N480","556","TPA","Tampa, FL","FL","12","Florida",33,"PHL","Philadelphia, PA","PA","42","Pennsylvania",23,"2005","2042",37.00,37.00,1.00,2,"2000-2059",9.00,"2051","2241",13.00,"2240","2254",14.00,14.00,0.00,0,"2200-2259",0.00,"",0.00,155.00,132.00,110.00,1.00,920.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N759","2741","TPA","Tampa, FL","FL","12","Florida",33,"PHL","Philadelphia, PA","PA","42","Pennsylvania",23,"0700","0658",-2.00,0.00,0.00,-1,"0700-0759",8.00,"0706","0925",5.00,"0930","0930",0.00,0.00,0.00,0,"0900-0959",0.00,"",0.00,150.00,152.00,139.00,1.00,920.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N783","2951","TPA","Tampa, FL","FL","12","Florida",33,"PHL","Philadelphia, PA","PA","42","Pennsylvania",23,"1055","1055",0.00,0.00,0.00,0,"1000-1059",8.00,"1103","1302",6.00,"1320","1308",-12.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,145.00,133.00,119.00,1.00,920.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N733SW","1149","TPA","Tampa, FL","FL","12","Florida",33,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1520","1550",30.00,30.00,1.00,2,"1500-1559",8.00,"1558","1753",6.00,"1805","1759",-6.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,285.00,249.00,235.00,1.00,1788.00,8,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N425","2999","TPA","Tampa, FL","FL","12","Florida",33,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,"1035","1034",-1.00,0.00,0.00,-1,"1000-1059",11.00,"1045","1227",5.00,"1250","1232",-18.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,135.00,118.00,102.00,1.00,873.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N782","759","TPA","Tampa, FL","FL","12","Florida",33,"PVD","Providence, RI","RI","44","Rhode Island",15,"0645","0644",-1.00,0.00,0.00,-1,"0600-0659",8.00,"0652","0908",4.00,"0930","0912",-18.00,0.00,0.00,-2,"0900-0959",0.00,"",0.00,165.00,148.00,136.00,1.00,1137.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N701GS","802","TPA","Tampa, FL","FL","12","Florida",33,"PVD","Providence, RI","RI","44","Rhode Island",15,"1805","1822",17.00,17.00,1.00,1,"1800-1859",10.00,"1832","2047",7.00,"2050","2054",4.00,4.00,0.00,0,"2000-2059",0.00,"",0.00,165.00,152.00,135.00,1.00,1137.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N704SW","880","TPA","Tampa, FL","FL","12","Florida",33,"PVD","Providence, RI","RI","44","Rhode Island",15,"1040","1039",-1.00,0.00,0.00,-1,"1000-1059",8.00,"1047","1303",6.00,"1325","1309",-16.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,165.00,150.00,136.00,1.00,1137.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N258","560","TPA","Tampa, FL","FL","12","Florida",33,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"1435","1445",10.00,10.00,0.00,0,"1400-1459",13.00,"1458","1616",4.00,"1620","1620",0.00,0.00,0.00,0,"1600-1659",0.00,"",0.00,105.00,95.00,78.00,1.00,587.00,3,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N631SW","1693","TPA","Tampa, FL","FL","12","Florida",33,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"1930","1959",29.00,29.00,1.00,1,"1900-1959",16.00,"2015","2134",4.00,"2115","2138",23.00,23.00,1.00,1,"2100-2159",0.00,"",0.00,105.00,99.00,79.00,1.00,587.00,3,0.00,0.00,0.00,0.00,23.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N394SW","2323","TPA","Tampa, FL","FL","12","Florida",33,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"0945","0946",1.00,1.00,0.00,0,"0900-0959",8.00,"0954","1114",4.00,"1125","1118",-7.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,100.00,92.00,80.00,1.00,587.00,3,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N308SW","2318","TPA","Tampa, FL","FL","12","Florida",33,"SAT","San Antonio, TX","TX","48","Texas",74,"0810","0806",-4.00,0.00,0.00,-1,"0800-0859",12.00,"0818","0936",4.00,"1000","0940",-20.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,170.00,154.00,138.00,1.00,972.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N477","205","TPA","Tampa, FL","FL","12","Florida",33,"SDF","Louisville, KY","KY","21","Kentucky",52,"1555","1552",-3.00,0.00,0.00,-1,"1500-1559",13.00,"1605","1743",3.00,"1800","1746",-14.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,125.00,114.00,98.00,1.00,727.00,3,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N432","818","TPA","Tampa, FL","FL","12","Florida",33,"STL","St. Louis, MO","MO","29","Missouri",64,"1905","1918",13.00,13.00,0.00,0,"1900-1959",14.00,"1932","2026",3.00,"2030","2029",-1.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,145.00,131.00,114.00,1.00,869.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N624SW","11","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"0815","0816",1.00,1.00,0.00,0,"0800-0859",7.00,"0823","0904",2.00,"0910","0906",-4.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,55.00,50.00,41.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N660SW","188","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"1100","1058",-2.00,0.00,0.00,-1,"1100-1159",6.00,"1104","1145",2.00,"1155","1147",-8.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,55.00,49.00,41.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N523","533","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"1730","1746",16.00,16.00,1.00,1,"1700-1759",7.00,"1753","1834",2.00,"1825","1836",11.00,11.00,0.00,0,"1800-1859",0.00,"",0.00,55.00,50.00,41.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N503","572","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"1535","1543",8.00,8.00,0.00,0,"1500-1559",7.00,"1550","1634",4.00,"1635","1638",3.00,3.00,0.00,0,"1600-1659",0.00,"",0.00,60.00,55.00,44.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N343","1548","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"1415","1411",-4.00,0.00,0.00,-1,"1400-1459",6.00,"1417","1500",1.00,"1510","1501",-9.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,55.00,50.00,43.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N515","2205","TUL","Tulsa, OK","OK","40","Oklahoma",73,"DAL","Dallas, TX","TX","48","Texas",74,"1955","1950",-5.00,0.00,0.00,-1,"1900-1959",7.00,"1957","2037",3.00,"2050","2040",-10.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,55.00,50.00,40.00,1.00,237.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N519","138","TUL","Tulsa, OK","OK","40","Oklahoma",73,"HOU","Houston, TX","TX","48","Texas",74,"1555","1553",-2.00,0.00,0.00,-1,"1500-1559",5.00,"1558","1715",4.00,"1725","1719",-6.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,90.00,86.00,77.00,1.00,453.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N651SW","368","TUL","Tulsa, OK","OK","40","Oklahoma",73,"HOU","Houston, TX","TX","48","Texas",74,"2040","2122",42.00,42.00,1.00,2,"2000-2059",6.00,"2128","2243",2.00,"2210","2245",35.00,35.00,1.00,2,"2200-2259",0.00,"",0.00,90.00,83.00,75.00,1.00,453.00,2,0.00,0.00,0.00,0.00,35.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N502","2673","TUL","Tulsa, OK","OK","40","Oklahoma",73,"HOU","Houston, TX","TX","48","Texas",74,"1020","1015",-5.00,0.00,0.00,-1,"1000-1059",5.00,"1020","1133",3.00,"1155","1136",-19.00,0.00,0.00,-2,"1100-1159",0.00,"",0.00,95.00,81.00,73.00,1.00,453.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N526","1611","TUL","Tulsa, OK","OK","40","Oklahoma",73,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0945","0942",-3.00,0.00,0.00,-1,"0900-0959",6.00,"0948","1025",3.00,"1050","1028",-22.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,185.00,166.00,157.00,1.00,1076.00,5,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N625SW","1075","TUL","Tulsa, OK","OK","40","Oklahoma",73,"MCI","Kansas City, MO","MO","29","Missouri",64,"1230","1228",-2.00,0.00,0.00,-1,"1200-1259",6.00,"1234","1309",5.00,"1325","1314",-11.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,55.00,46.00,35.00,1.00,223.00,1,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N505","1924","TUL","Tulsa, OK","OK","40","Oklahoma",73,"MCI","Kansas City, MO","MO","29","Missouri",64,"1800","1825",25.00,25.00,1.00,1,"1800-1859",9.00,"1834","1909",5.00,"1855","1914",19.00,19.00,1.00,1,"1800-1859",0.00,"",0.00,55.00,49.00,35.00,1.00,223.00,1,0.00,0.00,0.00,0.00,19.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N438","226","TUL","Tulsa, OK","OK","40","Oklahoma",73,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1610","1611",1.00,1.00,0.00,0,"1600-1659",8.00,"1619","1729",6.00,"1750","1735",-15.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,160.00,144.00,130.00,1.00,935.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N239","1590","TUL","Tulsa, OK","OK","40","Oklahoma",73,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1235","1231",-4.00,0.00,0.00,-1,"1200-1259",5.00,"1236","1348",5.00,"1415","1353",-22.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,160.00,142.00,132.00,1.00,935.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N621SW","2269","TUL","Tulsa, OK","OK","40","Oklahoma",73,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0620","0617",-3.00,0.00,0.00,-1,"0600-0659",8.00,"0625","0745",4.00,"0805","0749",-16.00,0.00,0.00,-2,"0800-0859",0.00,"",0.00,165.00,152.00,140.00,1.00,935.00,4,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N526","198","TUL","Tulsa, OK","OK","40","Oklahoma",73,"STL","St. Louis, MO","MO","29","Missouri",64,"1935","1943",8.00,8.00,0.00,0,"1900-1959",7.00,"1950","2042",10.00,"2045","2052",7.00,7.00,0.00,0,"2000-2059",0.00,"",0.00,70.00,69.00,52.00,1.00,351.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N664WN","2574","TUL","Tulsa, OK","OK","40","Oklahoma",73,"STL","St. Louis, MO","MO","29","Missouri",64,"0740","0736",-4.00,0.00,0.00,-1,"0700-0759",7.00,"0743","0849",4.00,"0850","0853",3.00,3.00,0.00,0,"0800-0859",0.00,"",0.00,70.00,77.00,66.00,1.00,351.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N705SW","1593","TUS","Tucson, AZ","AZ","04","Arizona",81,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,"0740","0739",-1.00,0.00,0.00,-1,"0700-0759",6.00,"0745","0828",4.00,"0840","0832",-8.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,60.00,53.00,43.00,1.00,321.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N767","2044","TUS","Tucson, AZ","AZ","04","Arizona",81,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,"1645","1643",-2.00,0.00,0.00,-1,"1600-1659",7.00,"1650","1733",4.00,"1745","1737",-8.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,60.00,54.00,43.00,1.00,321.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N329SW","283","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0945","0941",-4.00,0.00,0.00,-1,"0900-0959",7.00,"0948","0944",4.00,"1005","0948",-17.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,80.00,67.00,56.00,1.00,365.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N713SW","753","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1915","1950",35.00,35.00,1.00,2,"1900-1959",6.00,"1956","1951",5.00,"1930","1956",26.00,26.00,1.00,1,"1900-1959",0.00,"",0.00,75.00,66.00,55.00,1.00,365.00,2,1.00,0.00,0.00,0.00,25.00,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N495","1461","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1520","1538",18.00,18.00,1.00,1,"1500-1559",5.00,"1543","1539",3.00,"1535","1542",7.00,7.00,0.00,0,"1500-1559",0.00,"",0.00,75.00,64.00,56.00,1.00,365.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N406","1465","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2110","2104",-6.00,0.00,0.00,-1,"2100-2159",8.00,"2112","2111",5.00,"2125","2116",-9.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,75.00,72.00,59.00,1.00,365.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N632SW","1890","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1345","1345",0.00,0.00,0.00,0,"1300-1359",10.00,"1355","1353",5.00,"1400","1358",-2.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,75.00,73.00,58.00,1.00,365.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N725","2963","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAS","Las Vegas, NV","NV","32","Nevada",85,"0715","0715",0.00,0.00,0.00,0,"0700-0759",7.00,"0722","0718",4.00,"0730","0722",-8.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,75.00,67.00,56.00,1.00,365.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N706SW","165","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAX","Los Angeles, CA","CA","06","California",91,"1435","1447",12.00,12.00,0.00,0,"1400-1459",6.00,"1453","1458",6.00,"1505","1504",-1.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,90.00,77.00,65.00,1.00,451.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N249","496","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAX","Los Angeles, CA","CA","06","California",91,"1820","1846",26.00,26.00,1.00,1,"1800-1859",5.00,"1851","1856",7.00,"1850","1903",13.00,13.00,0.00,0,"1800-1859",0.00,"",0.00,90.00,77.00,65.00,1.00,451.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N700GS","569","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAX","Los Angeles, CA","CA","06","California",91,"0800","0800",0.00,0.00,0.00,0,"0800-0859",9.00,"0809","0817",8.00,"0830","0825",-5.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,90.00,85.00,68.00,1.00,451.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N260","2081","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAX","Los Angeles, CA","CA","06","California",91,"2115","2125",10.00,10.00,0.00,0,"2100-2159",6.00,"2131","2137",10.00,"2145","2147",2.00,2.00,0.00,0,"2100-2159",0.00,"",0.00,90.00,82.00,66.00,1.00,451.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N706SW","2970","TUS","Tucson, AZ","AZ","04","Arizona",81,"LAX","Los Angeles, CA","CA","06","California",91,"1050","1051",1.00,1.00,0.00,0,"1000-1059",7.00,"1058","1106",10.00,"1120","1116",-4.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,90.00,85.00,68.00,1.00,451.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N415","379","TUS","Tucson, AZ","AZ","04","Arizona",81,"MDW","Chicago, IL","IL","17","Illinois",41,"1025","1024",-1.00,0.00,0.00,-1,"1000-1059",6.00,"1030","1417",6.00,"1440","1423",-17.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,195.00,179.00,167.00,1.00,1440.00,6,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N332","1117","TUS","Tucson, AZ","AZ","04","Arizona",81,"SAN","San Diego, CA","CA","06","California",91,"1200","1201",1.00,1.00,0.00,0,"1200-1259",6.00,"1207","1205",3.00,"1215","1208",-7.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,75.00,67.00,58.00,1.00,367.00,2,,,,,,
2007,1,1,1,1,2007-01-01,"WN",19393,"WN","N734SW","1752","TUS","Tucson, AZ","AZ","04","Arizona",81,"SAN","San Diego, CA","CA","06","California",91,"1730","1724",-6.00,0.00,0.00,-1,"1700-1759",8.00,"1732","1727",3.00,"1745","1730",-15.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,75.00,66.00,55.00,1.00,367.00,2,,,,,,
2007,1,1,2,2,2007-01-02,"WN",19393,"WN","N673","227","ABQ","Albuquerque, NM","NM","35","New Mexico",86,"AMA","Amarillo, TX","TX","48","Texas",74,"1955","2020",25.00,25.00,1.00,1,"1900-1959",9.00,"2029","2213",6.00,"2150","2219",29.00,29.00,1.00,1,"2100-2159",0.00,"",0.00,55.00,59.00,44.00,1.00,277.00,2,18.00,0.00,4.00,0.00,7.00,
2007,1,1,2,2,2007-01-02,"WN",19393,"WN","N663SW","1342","ABQ","Albuquerque, NM","NM","35","New Mexico",86,"AMA","Amarillo, TX","TX","48","Texas",74,"1110","1110",0.00,0.00,0.00,0,"1100-1159",6.00,"1116","1259",2.00,"1305","1301",-4.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,55.00,51.00,43.00,1.00,277.00,2,,,,,,
